#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 09 05 07 50 290  1.0   MM    MM    MM    MM  MM 1011.7  18.1    MM  16.9   MM   MM    MM
2017 09 05 06 40 130  1.0   MM    MM    MM    MM  MM 1011.4  18.9    MM  17.0   MM   MM    MM
2017 09 05 05 50 190  1.0   MM    MM    MM    MM  MM 1011.5  19.0    MM  16.8   MM   MM    MM
2017 09 05 04 50 130  2.0   MM    MM    MM    MM  MM 1011.8  19.1    MM  17.2   MM   MM    MM
2017 09 05 03 50  30  1.0   MM    MM    MM    MM  MM 1011.6  19.3    MM  16.1   MM   MM    MM
2017 09 05 02 50  70  2.0   MM    MM    MM    MM  MM 1011.5  20.6    MM  15.6   MM   MM    MM
2017 09 05 01 50  40  2.0   MM    MM    MM    MM  MM 1011.8  20.4    MM  16.3   MM   MM    MM
2017 09 04 23 50 270  3.0   MM    MM    MM    MM  MM 1013.3  21.1    MM  16.4   MM   MM    MM
2017 09 04 22 50 260  3.0   MM    MM    MM    MM  MM 1013.8  21.6    MM  16.9   MM   MM    MM
2017 09 04 21 50 220  6.0   MM    MM    MM    MM  MM 1014.6  21.9    MM  17.0   MM   MM    MM
2017 09 04 19 50 260  6.0   MM    MM    MM    MM  MM 1015.8  21.7    MM  17.4   MM   MM    MM
2017 09 04 17 50 100  1.0   MM    MM    MM    MM  MM 1017.4  20.8    MM  18.0   MM   MM    MM
2017 09 04 15 50 290  1.0   MM    MM    MM    MM  MM 1017.7  17.0    MM  15.9   MM   MM    MM
2017 09 04 14 50 230  1.0   MM    MM    MM    MM  MM 1017.8  17.1    MM  16.1   MM   MM    MM
2017 09 04 13 50 300  2.0   MM    MM    MM    MM  MM 1017.5  16.5    MM  15.8   MM   MM    MM
2017 09 04 12 50 270  2.0   MM    MM    MM    MM  MM 1017.2  16.3    MM  15.7   MM   MM    MM
2017 09 04 11 50 270  2.0   MM    MM    MM    MM  MM 1017.2  16.9    MM  16.2   MM   MM    MM
2017 09 04 10 50 250  1.0   MM    MM    MM    MM  MM 1017.1  16.7    MM  15.8   MM   MM    MM
2017 09 04 08 50 130  2.0   MM    MM    MM    MM  MM 1017.1  18.0    MM  16.7   MM   MM    MM
2017 09 04 07 50 330  2.0   MM    MM    MM    MM  MM 1016.7  18.8    MM  17.0   MM   MM    MM
2017 09 04 06 50  60  1.0   MM    MM    MM    MM  MM 1016.5  19.6    MM  17.3   MM   MM    MM
2017 09 04 05 50 240  2.0   MM    MM    MM    MM  MM 1016.3  18.3    MM  17.2   MM   MM    MM
2017 09 04 04 50 280  1.0   MM    MM    MM    MM  MM 1016.0  19.0    MM  17.3   MM   MM    MM
2017 09 04 03 50 230  2.0   MM    MM    MM    MM  MM 1015.9  20.3    MM  17.3   MM   MM    MM
2017 09 04 02 50 270  4.0   MM    MM    MM    MM  MM 1015.3  20.5    MM  17.5   MM   MM    MM
2017 09 04 01 50 260  2.0   MM    MM    MM    MM  MM 1015.4  22.0    MM  16.8   MM   MM    MM
2017 09 04 00 50 280  3.0   MM    MM    MM    MM  MM 1015.5  22.8    MM  16.7   MM   MM    MM
2017 09 03 23 50 270  3.0   MM    MM    MM    MM  MM 1015.7  22.2    MM  17.7   MM   MM    MM
2017 09 03 22 50 260  3.0   MM    MM    MM    MM  MM 1016.0  22.1    MM  17.3   MM   MM    MM
2017 09 03 21 50 270  5.0   MM    MM    MM    MM  MM 1016.3  22.2    MM  18.3   MM   MM    MM
2017 09 03 20 50 260  5.0   MM    MM    MM    MM  MM 1016.6  22.0    MM  18.2   MM   MM    MM
2017 09 03 19 50 270  4.0   MM    MM    MM    MM  MM 1016.7  21.4    MM  18.2   MM   MM    MM
2017 09 03 18 50 320  4.0   MM    MM    MM    MM  MM 1017.0  21.0    MM  18.2   MM   MM    MM
2017 09 03 17 50 310  4.0   MM    MM    MM    MM  MM 1016.8  20.9    MM  18.1   MM   MM    MM
2017 09 03 16 50 310  1.0   MM    MM    MM    MM  MM 1016.8  19.2    MM  17.3   MM   MM    MM
2017 09 03 15 50 220  2.0   MM    MM    MM    MM  MM 1016.6  17.9    MM  16.6   MM   MM    MM
2017 09 03 14 50 100  2.0   MM    MM    MM    MM  MM 1016.1  17.1    MM  16.1   MM   MM    MM
2017 09 03 13 50 240  2.0   MM    MM    MM    MM  MM 1015.5  17.3    MM  16.0   MM   MM    MM
2017 09 03 12 50 320  1.0   MM    MM    MM    MM  MM 1015.1  17.3    MM  16.1   MM   MM    MM
2017 09 03 11 50 300  2.0   MM    MM    MM    MM  MM 1014.9  17.9    MM  16.7   MM   MM    MM
2017 09 03 10 50 260  1.0   MM    MM    MM    MM  MM 1014.6  18.0    MM  16.9   MM   MM    MM
2017 09 03 09 50 170  1.0   MM    MM    MM    MM  MM 1014.6  18.2    MM  16.5   MM   MM    MM
2017 09 03 08 50 110  2.0   MM    MM    MM    MM  MM 1014.5  18.5    MM  16.2   MM   MM    MM
2017 09 03 07 50 120  2.0   MM    MM    MM    MM  MM 1014.0  18.7    MM  16.4   MM   MM    MM
2017 09 03 06 50 120  2.0   MM    MM    MM    MM  MM 1013.9  19.0    MM  16.4   MM   MM    MM
2017 09 03 05 50 110  3.0   MM    MM    MM    MM  MM 1013.9  19.8    MM  16.5   MM   MM    MM
2017 09 03 04 50 110  3.0   MM    MM    MM    MM  MM 1013.8  19.7    MM  16.9   MM   MM    MM
2017 09 03 02 50 120  3.0   MM    MM    MM    MM  MM 1013.5  21.0    MM  16.3   MM   MM    MM
2017 09 03 00 50 130  1.0   MM    MM    MM    MM  MM 1013.6  24.3    MM  14.5   MM   MM    MM
2017 09 02 23 50 140  2.0   MM    MM    MM    MM  MM 1013.7  22.7    MM  17.8   MM   MM    MM
2017 09 02 22 50 220  3.0   MM    MM    MM    MM  MM 1014.4  23.1    MM  15.6   MM   MM    MM
2017 09 02 21 50 150  4.0   MM    MM    MM    MM  MM 1014.9  22.8    MM  16.8   MM   MM    MM
2017 09 02 20 50 220  2.0   MM    MM    MM    MM  MM 1015.5  22.0    MM  17.0   MM   MM    MM
2017 09 02 19 50 150  1.0   MM    MM    MM    MM  MM 1015.8  20.0    MM  16.5   MM   MM    MM
2017 09 02 18 50 150  1.0   MM    MM    MM    MM  MM 1016.2  18.7    MM  15.7   MM   MM    MM
2017 09 02 17 50 170  1.0   MM    MM    MM    MM  MM 1016.4  17.7    MM  14.8   MM   MM    MM
2017 09 02 16 50 210  2.0   MM    MM    MM    MM  MM 1016.5  17.1    MM  14.5   MM   MM    MM
2017 09 02 15 50  MM  0.0   MM    MM    MM    MM  MM 1016.7  16.8    MM  15.0   MM   MM    MM
2017 09 02 14 50 280  2.0   MM    MM    MM    MM  MM 1016.3  15.8    MM  14.2   MM   MM    MM
2017 09 02 13 50 290  3.0   MM    MM    MM    MM  MM 1016.2  15.4    MM  14.4   MM   MM    MM
2017 09 02 12 50 210  2.0   MM    MM    MM    MM  MM 1016.1  15.7    MM  14.7   MM   MM    MM
2017 09 02 10 50 310  1.0   MM    MM    MM    MM  MM 1016.6  16.7    MM  15.1   MM   MM    MM
2017 09 02 09 50 250  2.0   MM    MM    MM    MM  MM 1016.3  17.3    MM  14.8   MM   MM    MM
2017 09 02 08 50 150  2.0   MM    MM    MM    MM  MM 1016.4  17.1    MM  14.8   MM   MM    MM
2017 09 02 07 50  10  1.0   MM    MM    MM    MM  MM 1016.6  17.2    MM  15.3   MM   MM    MM
2017 09 02 06 50  60  2.0   MM    MM    MM    MM  MM 1016.7  17.6    MM  15.7   MM   MM    MM
2017 09 02 05 50  50  1.0   MM    MM    MM    MM  MM 1016.8  17.8    MM  15.4   MM   MM    MM
2017 09 02 04 50 260  1.0   MM    MM    MM    MM  MM 1016.8  18.6    MM  14.6   MM   MM    MM
2017 09 02 03 50 260  2.0   MM    MM    MM    MM  MM 1016.7  19.1    MM  14.5   MM   MM    MM
2017 09 02 02 50 310  2.0   MM    MM    MM    MM  MM 1016.4  19.7    MM  14.5   MM   MM    MM
2017 09 02 01 50 270  4.0   MM    MM    MM    MM  MM 1016.9  20.0    MM  14.7   MM   MM    MM
2017 09 02 00 50 260  3.0   MM    MM    MM    MM  MM 1017.3  21.4    MM  14.7   MM   MM    MM
2017 09 01 23 50 270  3.0   MM    MM    MM    MM  MM 1017.9  21.4    MM  14.9   MM   MM    MM
2017 09 01 22 50 270  3.0   MM    MM    MM    MM  MM 1018.6  21.1    MM  15.0   MM   MM    MM
2017 09 01 21 50 310  3.0   MM    MM    MM    MM  MM 1019.2  19.4    MM  14.4   MM   MM    MM
2017 09 01 20 50 300  2.0   MM    MM    MM    MM  MM 1019.8  18.9    MM  15.1   MM   MM    MM
2017 09 01 19 50 230  3.0   MM    MM    MM    MM  MM 1020.1  17.4    MM  14.0   MM   MM    MM
2017 09 01 18 50 180  1.0   MM    MM    MM    MM  MM 1020.9  16.8    MM  12.7   MM   MM    MM
2017 09 01 17 50 150  1.0   MM    MM    MM    MM  MM 1021.5  15.6    MM  12.7   MM   MM    MM
2017 09 01 16 50 140  2.0   MM    MM    MM    MM  MM 1021.6  14.8    MM  11.6   MM   MM    MM
2017 09 01 15 50 130  3.0   MM    MM    MM    MM  MM 1021.6  14.5    MM  11.5   MM   MM    MM
2017 09 01 14 50 120  4.0   MM    MM    MM    MM  MM 1021.1  14.5    MM  11.9   MM   MM    MM
2017 09 01 13 50 130  5.0   MM    MM    MM    MM  MM 1020.7  14.1    MM  11.9   MM   MM    MM
2017 09 01 12 50 130  6.0   MM    MM    MM    MM  MM 1020.2  14.4    MM  12.2   MM   MM    MM
2017 09 01 11 50 130  4.0   MM    MM    MM    MM  MM 1020.2  14.6    MM  12.1   MM   MM    MM
2017 09 01 10 50 130  6.0   MM    MM    MM    MM  MM 1020.0  14.7    MM  12.0   MM   MM    MM
2017 09 01 09 50 120  7.0   MM    MM    MM    MM  MM 1020.0  14.7    MM  12.1   MM   MM    MM
2017 09 01 08 50 110  7.0   MM    MM    MM    MM  MM 1019.9  14.8    MM  12.6   MM   MM    MM
2017 09 01 07 50 120  7.0   MM    MM    MM    MM  MM 1019.8  15.3    MM  12.5   MM   MM    MM
2017 09 01 06 40 130  8.0   MM    MM    MM    MM  MM 1019.8  15.6    MM  12.7   MM   MM    MM
2017 09 01 05 50 130  5.0   MM    MM    MM    MM  MM 1019.8  16.0    MM  13.1   MM   MM    MM
2017 09 01 04 50 130  6.0   MM    MM    MM    MM  MM 1020.0  16.6    MM  14.1   MM   MM    MM
2017 09 01 03 50 130  4.0   MM    MM    MM    MM  MM 1019.8  17.5    MM  13.1   MM   MM    MM
2017 09 01 02 50 120  4.0   MM    MM    MM    MM  MM 1019.2  17.7    MM  14.6   MM   MM    MM
2017 09 01 01 50 120  4.0   MM    MM    MM    MM  MM 1019.2  18.4    MM  15.4   MM   MM    MM
2017 09 01 00 50 120  3.0   MM    MM    MM    MM  MM 1019.6  18.5    MM  15.3   MM   MM    MM
